rule,premise,conclusion,support,confidence,lift,avg_distance_norm,avg_cardinality,score,premise_count,conclusion_count,co_occurrences
sports_shop → butcher,sports_shop,butcher,0.113,0.012,1.24,0.949,0.12,0.0007,868,724,104
arts_centre → kindergarten,arts_centre,kindergarten,0.104,0.012,0.62,0.952,0.12,0.0007,144,1337,18
gift_shop → chemist,gift_shop,chemist,0.109,0.013,2.41,0.95,0.13,0.0007,496,359,63
butcher → sports_shop,butcher,sports_shop,0.098,0.014,0.9,0.954,0.14,0.0007,724,868,104
greengrocer → dentist,greengrocer,dentist,0.105,0.013,1.3,0.955,0.13,0.0007,95,645,12
greengrocer → laundry,greengrocer,laundry,0.105,0.013,1.96,0.95,0.13,0.0007,95,428,12
castle → picnic_site,castle,picnic_site,0.103,0.014,0.17,0.932,0.14,0.0007,302,4863,41
market_place → nightclub,market_place,nightclub,0.114,0.011,3.36,0.979,0.11,0.0007,140,271,16
public_building → bakery,public_building,bakery,0.111,0.011,0.43,0.928,0.11,0.0007,27,2065,3
sports_shop → chemist,sports_shop,chemist,0.107,0.012,2.37,0.948,0.12,0.0007,868,359,105
airport → restaurant,airport,restaurant,0.118,0.012,0.12,0.976,0.12,0.0007,17,14682,2
motel → convenience,motel,convenience,0.111,0.011,0.33,0.937,0.11,0.0007,27,2695,3
doctors → railway_station,doctors,railway_station,0.111,0.011,0.72,0.959,0.11,0.0007,1979,1226,226
public_building → town_hall,public_building,town_hall,0.111,0.011,1.54,0.926,0.11,0.0007,27,574,3
beverages → pitch,beverages,pitch,0.098,0.013,0.11,0.971,0.13,0.0007,430,7084,56
community_centre → butcher,community_centre,butcher,0.105,0.012,1.15,0.953,0.12,0.0007,410,724,49
public_building → cafe,public_building,cafe,0.111,0.011,0.27,0.922,0.11,0.0007,27,3316,3
bar → toy_shop,bar,toy_shop,0.108,0.013,3.93,0.954,0.13,0.0007,2240,218,290
tower → artwork,tower,artwork,0.09,0.015,0.23,0.961,0.15,0.0007,558,3144,81
computer_shop → gift_shop,computer_shop,gift_shop,0.084,0.015,1.35,0.957,0.15,0.0007,214,496,32
dog_park → car_rental,dog_park,car_rental,0.083,0.017,2.31,0.948,0.17,0.0007,12,287,2
doctors → library,doctors,library,0.112,0.013,0.83,0.957,0.13,0.0007,1979,1072,249
gift_shop → guesthouse,gift_shop,guesthouse,0.099,0.014,0.99,0.955,0.14,0.0007,496,792,68
beverages → dentist,beverages,dentist,0.107,0.013,1.32,0.959,0.13,0.0007,430,645,54
doctors → butcher,doctors,butcher,0.108,0.012,1.18,0.959,0.12,0.0007,1979,724,247
bicycle_shop → pub,bicycle_shop,pub,0.097,0.013,1.07,0.96,0.13,0.0007,1276,725,166
bicycle_rental → travel_agent,bicycle_rental,travel_agent,0.1,0.014,1.72,0.959,0.14,0.0007,923,460,132
furniture_shop → stationery,furniture_shop,stationery,0.101,0.014,3.24,0.952,0.14,0.0007,562,249,77
pub → stationery,pub,stationery,0.108,0.012,3.44,0.957,0.12,0.0007,725,249,87
mobile_phone_shop → memorial,mobile_phone_shop,memorial,0.099,0.013,0.71,0.973,0.13,0.0007,365,1102,48
mobile_phone_shop → taxi,mobile_phone_shop,taxi,0.112,0.012,4.43,0.957,0.12,0.0007,365,202,44
school → artwork,school,artwork,0.089,0.015,0.23,0.968,0.15,0.0007,1257,3144,188
florist → beverages,florist,beverages,0.11,0.012,2.04,0.951,0.12,0.0007,953,430,119
cafe → railway_station,cafe,railway_station,0.108,0.012,0.7,0.951,0.12,0.0007,3316,1226,384
post_office → beauty_shop,post_office,beauty_shop,0.094,0.015,0.6,0.956,0.15,0.0007,1345,1258,203
car_dealership → camera_surveillance,car_dealership,camera_surveillance,0.073,0.018,0.14,0.964,0.18,0.0007,1021,4037,181
kindergarten → convenience,kindergarten,convenience,0.101,0.013,0.3,0.962,0.13,0.0007,1337,2695,168
doityourself → mobile_phone_shop,doityourself,mobile_phone_shop,0.094,0.015,2.05,0.957,0.15,0.0007,469,365,70
museum → kiosk,museum,kiosk,0.104,0.013,0.72,0.958,0.13,0.0007,778,1156,104
doityourself → doctors,doityourself,doctors,0.087,0.015,0.35,0.956,0.15,0.0007,469,1979,72
department_store → nightclub,department_store,nightclub,0.108,0.012,3.17,0.961,0.12,0.0007,176,271,22
jeweller → doityourself,jeweller,doityourself,0.109,0.012,1.85,0.954,0.12,0.0007,842,469,102
shoe_shop → playground,shoe_shop,playground,0.11,0.013,0.21,0.957,0.13,0.0007,710,4069,92
doityourself → artwork,doityourself,artwork,0.104,0.014,0.26,0.968,0.14,0.0007,469,3144,64
theme_park → computer_shop,theme_park,computer_shop,0.095,0.014,3.54,0.961,0.14,0.0007,21,214,3
zoo → gift_shop,zoo,gift_shop,0.111,0.011,1.78,0.917,0.11,0.0007,18,496,2
department_store → laundry,department_store,laundry,0.108,0.013,2.01,0.951,0.13,0.0007,176,428,23
university → bicycle_shop,university,bicycle_shop,0.108,0.013,0.67,0.968,0.13,0.0007,111,1276,14
cafe → stationery,cafe,stationery,0.106,0.012,3.38,0.954,0.12,0.0007,3316,249,403
bookshop → railway_station,bookshop,railway_station,0.11,0.012,0.71,0.956,0.12,0.0007,436,1226,52
memorial → convenience,memorial,convenience,0.094,0.014,0.28,0.961,0.14,0.0007,1102,2695,154
guesthouse → convenience,guesthouse,convenience,0.093,0.014,0.28,0.957,0.14,0.0007,792,2695,108
bookshop → community_centre,bookshop,community_centre,0.103,0.012,2.0,0.964,0.12,0.0007,436,410,53
travel_agent → computer_shop,travel_agent,computer_shop,0.115,0.012,4.28,0.955,0.12,0.0007,460,214,55
post_office → optician,post_office,optician,0.103,0.013,1.06,0.953,0.13,0.0007,1345,776,175
fast_food → beverages,fast_food,beverages,0.109,0.013,2.02,0.96,0.13,0.0007,2688,430,346
laundry → library,laundry,library,0.114,0.012,0.85,0.963,0.12,0.0007,428,1072,53
ferry_terminal → clothes,ferry_terminal,clothes,0.053,0.028,0.12,0.982,0.28,0.0007,471,3601,130
furniture_shop → beverages,furniture_shop,beverages,0.103,0.013,1.91,0.956,0.13,0.0007,562,430,73
furniture_shop → doityourself,furniture_shop,doityourself,0.11,0.011,1.87,0.945,0.11,0.0007,562,469,63
clinic → shoe_shop,clinic,shoe_shop,0.081,0.015,0.91,0.957,0.15,0.0007,246,710,38
town_hall → optician,town_hall,optician,0.098,0.013,1.0,0.953,0.13,0.0007,574,776,76
town_hall → butcher,town_hall,butcher,0.111,0.012,1.23,0.956,0.12,0.0007,574,724,70
furniture_shop → toy_shop,furniture_shop,toy_shop,0.11,0.012,4.03,0.953,0.12,0.0007,562,218,70
artwork → library,artwork,library,0.105,0.012,0.78,0.958,0.12,0.0007,3144,1072,373
town_hall → playground,town_hall,playground,0.108,0.013,0.21,0.951,0.13,0.0007,574,4069,73
tram_stop → post_office,tram_stop,post_office,0.115,0.012,0.68,0.953,0.12,0.0007,1241,1345,146
convenience → dentist,convenience,dentist,0.102,0.013,1.25,0.96,0.13,0.0007,2695,645,351
convenience → travel_agent,convenience,travel_agent,0.104,0.014,1.8,0.956,0.14,0.0007,2695,460,367
convenience → butcher,convenience,butcher,0.108,0.012,1.18,0.947,0.12,0.0007,2695,724,336
caravan_site → picnic_site,caravan_site,picnic_site,0.095,0.014,0.16,0.947,0.14,0.0007,190,4863,26
bicycle_rental → railway_station,bicycle_rental,railway_station,0.113,0.012,0.73,0.946,0.12,0.0007,923,1226,109
veterinary → playground,veterinary,playground,0.106,0.012,0.21,0.963,0.12,0.0007,320,4069,39
viewpoint → peak,viewpoint,peak,0.116,0.012,0.12,0.912,0.12,0.0007,4066,8981,481
laundry → stationery,laundry,stationery,0.114,0.012,3.66,0.945,0.12,0.0007,428,249,53
beauty_shop → kindergarten,beauty_shop,kindergarten,0.108,0.012,0.64,0.962,0.12,0.0007,1258,1337,154
christian_protestant → gift_shop,christian_protestant,gift_shop,0.108,0.014,1.73,0.976,0.14,0.0007,37,496,5
dentist → library,dentist,library,0.113,0.013,0.84,0.958,0.13,0.0007,645,1072,81
beauty_shop → newsagent,beauty_shop,newsagent,0.108,0.013,3.6,0.954,0.13,0.0007,1258,239,165
cave_entrance → picnic_site,cave_entrance,picnic_site,0.111,0.012,0.18,0.944,0.12,0.0007,560,4863,68
clothes → attraction,clothes,attraction,0.099,0.013,0.64,0.959,0.13,0.0007,3601,1231,463
dentist → newsagent,dentist,newsagent,0.109,0.013,3.61,0.954,0.13,0.0007,645,239,81
college → dentist,college,dentist,0.104,0.013,1.29,0.959,0.13,0.0007,144,645,19
tram_stop → pub,tram_stop,pub,0.097,0.013,1.06,0.957,0.13,0.0007,1241,725,161
beach → bus_stop,beach,bus_stop,0.089,0.016,0.09,0.969,0.16,0.0007,56,36434,9
restaurant → playground,restaurant,playground,0.104,0.012,0.2,0.962,0.12,0.0007,14682,4069,1820
computer_shop → butcher,computer_shop,butcher,0.112,0.012,1.23,0.955,0.12,0.0007,214,724,25
biergarten → doctors,biergarten,doctors,0.053,0.025,0.21,0.975,0.25,0.0007,57,1979,14
camera_surveillance → sports_shop,camera_surveillance,sports_shop,0.096,0.014,0.88,0.96,0.14,0.0007,4037,868,559
post_box → beauty_shop,post_box,beauty_shop,0.086,0.015,0.55,0.963,0.15,0.0007,7934,1258,1162
mall → railway_station,mall,railway_station,0.116,0.012,0.75,0.964,0.12,0.0007,43,1226,5
hotel → post_office,hotel,post_office,0.115,0.011,0.68,0.954,0.11,0.0007,2489,1345,286
gift_shop → pitch,gift_shop,pitch,0.099,0.014,0.11,0.97,0.14,0.0007,496,7084,70
nightclub → taxi,nightclub,taxi,0.111,0.012,4.36,0.966,0.12,0.0007,271,202,32
nightclub → newsagent,nightclub,newsagent,0.103,0.013,3.44,0.969,0.13,0.0007,271,239,35
supermarket → dentist,supermarket,dentist,0.107,0.013,1.32,0.953,0.13,0.0007,3462,645,444
bench → fast_food,bench,fast_food,0.086,0.017,0.25,0.965,0.17,0.0007,88411,2688,14756
toy_shop → doityourself,toy_shop,doityourself,0.11,0.011,1.87,0.951,0.11,0.0007,218,469,25
sports_centre → camera_surveillance,sports_centre,camera_surveillance,0.069,0.02,0.14,0.97,0.2,0.0007,779,4037,152
butcher → library,butcher,library,0.112,0.012,0.83,0.96,0.12,0.0007,724,1072,85
bakery → railway_station,bakery,railway_station,0.111,0.012,0.72,0.948,0.12,0.0007,2065,1226,245
camera_surveillance → pub,camera_surveillance,pub,0.093,0.014,1.02,0.965,0.14,0.0007,4037,725,556
sports_centre → clothes,sports_centre,clothes,0.069,0.02,0.15,0.969,0.2,0.0007,779,3601,157
taxi → bicycle_shop,taxi,bicycle_shop,0.114,0.012,0.71,0.961,0.12,0.0007,202,1276,24
nightclub → arts_centre,nightclub,arts_centre,0.1,0.013,5.51,0.954,0.13,0.0007,271,144,35
college → playground,college,playground,0.104,0.012,0.2,0.972,0.12,0.0007,144,4069,18
mall → school,mall,school,0.116,0.012,0.74,0.959,0.12,0.0007,43,1257,5
nightclub → beverages,nightclub,beverages,0.107,0.012,1.98,0.959,0.12,0.0007,271,430,32
taxi → library,taxi,library,0.109,0.012,0.81,0.969,0.12,0.0007,202,1072,25
taxi → clinic,taxi,clinic,0.114,0.012,3.68,0.959,0.12,0.0007,202,246,24
alpine_hut → bench,alpine_hut,bench,0.085,0.016,0.09,0.953,0.16,0.0007,281,88411,46
restaurant → post_office,restaurant,post_office,0.115,0.012,0.68,0.952,0.12,0.0007,14682,1345,1726
christian_methodist → nightclub,christian_methodist,nightclub,0.105,0.011,3.09,0.949,0.11,0.0006,19,271,2
community_centre → bookshop,community_centre,bookshop,0.085,0.013,1.56,0.967,0.13,0.0006,410,436,53
library → bookshop,library,bookshop,0.096,0.012,1.75,0.964,0.12,0.0006,1072,436,134
optician → playground,optician,playground,0.104,0.011,0.2,0.964,0.11,0.0006,776,4069,89
post_box → artwork,post_box,artwork,0.084,0.013,0.21,0.963,0.13,0.0006,7934,3144,1025
castle → attraction,castle,attraction,0.099,0.01,0.64,0.913,0.1,0.0006,302,1231,31
theatre → travel_agent,theatre,travel_agent,0.092,0.013,1.6,0.961,0.13,0.0006,346,460,45
tram_stop → furniture_shop,tram_stop,furniture_shop,0.095,0.013,1.35,0.965,0.13,0.0006,1241,562,158
kiosk → chemist,kiosk,chemist,0.101,0.011,2.24,0.943,0.11,0.0006,1156,359,132
library → shoe_shop,library,shoe_shop,0.09,0.012,1.0,0.967,0.12,0.0006,1072,710,134
market_place → newsagent,market_place,newsagent,0.1,0.011,3.33,0.965,0.11,0.0006,140,239,15
monument → bakery,monument,bakery,0.099,0.012,0.38,0.96,0.12,0.0006,233,2065,28
chemist → bicycle_rental,chemist,bicycle_rental,0.095,0.013,0.82,0.962,0.13,0.0006,359,923,46
optician → taxi,optician,taxi,0.104,0.011,4.11,0.963,0.11,0.0006,776,202,87
clinic → bicycle_shop,clinic,bicycle_shop,0.098,0.011,0.61,0.964,0.11,0.0006,246,1276,27
christian_methodist → kindergarten,christian_methodist,kindergarten,0.105,0.011,0.63,0.986,0.11,0.0006,19,1337,2
bakery → chemist,bakery,chemist,0.104,0.011,2.3,0.956,0.11,0.0006,2065,359,232
muslim → clothes,muslim,clothes,0.086,0.014,0.19,0.954,0.14,0.0006,35,3601,5
garden_centre → florist,garden_centre,florist,0.098,0.012,0.82,0.946,0.12,0.0006,153,953,18
christian_methodist → laundry,christian_methodist,laundry,0.105,0.011,1.96,0.925,0.11,0.0006,19,428,2
viewpoint → picnic_site,viewpoint,picnic_site,0.099,0.012,0.16,0.933,0.12,0.0006,4066,4863,492
greengrocer → mobile_phone_shop,greengrocer,mobile_phone_shop,0.074,0.015,1.61,0.96,0.15,0.0006,95,365,14
christian_methodist → travel_agent,christian_methodist,travel_agent,0.105,0.011,1.82,0.985,0.11,0.0006,19,460,2
post_box → post_office,post_box,post_office,0.102,0.01,0.6,0.925,0.1,0.0006,7934,1345,826
library → florist,library,florist,0.099,0.012,0.83,0.961,0.12,0.0006,1072,953,128
christian → pitch,christian,pitch,0.087,0.014,0.1,0.973,0.14,0.0006,413,7084,56
town_hall → school,town_hall,school,0.105,0.011,0.66,0.951,0.11,0.0006,574,1257,65
pitch → school,pitch,school,0.099,0.012,0.63,0.943,0.12,0.0006,7084,1257,863
community_centre → shoe_shop,community_centre,shoe_shop,0.085,0.014,0.96,0.961,0.14,0.0006,410,710,57
pitch → artwork,pitch,artwork,0.086,0.013,0.22,0.964,0.13,0.0006,7084,3144,956
christian_methodist → car_dealership,christian_methodist,car_dealership,0.105,0.011,0.82,0.978,0.11,0.0006,19,1021,2
chemist → beverages,chemist,beverages,0.095,0.011,1.75,0.958,0.11,0.0006,359,430,41
clothes → taxi,clothes,taxi,0.099,0.011,3.91,0.969,0.11,0.0006,3601,202,393
christian_methodist → stationery,christian_methodist,stationery,0.105,0.011,3.36,0.973,0.11,0.0006,19,249,2
christian_methodist → pub,christian_methodist,pub,0.105,0.011,1.16,0.972,0.11,0.0006,19,725,2
town_hall → jeweller,town_hall,jeweller,0.075,0.015,0.71,0.966,0.15,0.0006,574,842,84
christian_methodist → veterinary,christian_methodist,veterinary,0.105,0.011,2.62,0.936,0.11,0.0006,19,320,2
town_hall → florist,town_hall,florist,0.098,0.012,0.81,0.962,0.12,0.0006,574,953,68
cave_entrance → viewpoint,cave_entrance,viewpoint,0.096,0.012,0.19,0.95,0.12,0.0006,560,4066,68
post_box → railway_station,post_box,railway_station,0.105,0.011,0.68,0.927,0.11,0.0006,7934,1226,866
dentist → school,dentist,school,0.101,0.011,0.64,0.959,0.11,0.0006,645,1257,69
christian_methodist → jeweller,christian_methodist,jeweller,0.105,0.011,0.99,0.966,0.11,0.0006,19,842,2
stationery → railway_station,stationery,railway_station,0.104,0.01,0.68,0.964,0.1,0.0006,249,1226,26
restaurant → dentist,restaurant,dentist,0.093,0.012,1.15,0.962,0.12,0.0006,14682,645,1734
post_box → kiosk,post_box,kiosk,0.098,0.012,0.68,0.944,0.12,0.0006,7934,1156,983
university → school,university,school,0.108,0.011,0.68,0.959,0.11,0.0006,111,1257,12
car_rental → florist,car_rental,florist,0.101,0.011,0.84,0.968,0.11,0.0006,287,953,31
motel → kiosk,motel,kiosk,0.111,0.011,0.76,0.962,0.11,0.0006,27,1156,3
railway_halt → cafe,railway_halt,cafe,0.074,0.014,0.18,0.967,0.14,0.0006,726,3316,105
toy_shop → nightclub,toy_shop,nightclub,0.101,0.012,2.96,0.951,0.12,0.0006,218,271,26
playground → cafe,playground,cafe,0.088,0.012,0.21,0.966,0.12,0.0006,4069,3316,490
beach → playground,beach,playground,0.107,0.011,0.21,0.948,0.11,0.0006,56,4069,6
university → bookshop,university,bookshop,0.099,0.011,1.81,0.952,0.11,0.0006,111,436,12
beverages → stationery,beverages,stationery,0.095,0.012,3.05,0.96,0.12,0.0006,430,249,51
shoe_shop → taxi,shoe_shop,taxi,0.103,0.011,4.05,0.966,0.11,0.0006,710,202,79
university → stationery,university,stationery,0.099,0.011,3.17,0.959,0.11,0.0006,111,249,12
playground → supermarket,playground,supermarket,0.095,0.011,0.22,0.967,0.11,0.0006,4069,3462,460
optician → doityourself,optician,doityourself,0.099,0.011,1.68,0.959,0.11,0.0006,776,469,83
christian_methodist → bookshop,christian_methodist,bookshop,0.105,0.011,1.92,0.956,0.11,0.0006,19,436,2
christian_evangelical → mobile_phone_shop,christian_evangelical,mobile_phone_shop,0.09,0.013,1.95,0.967,0.13,0.0006,67,365,9
doctors → furniture_shop,doctors,furniture_shop,0.088,0.014,1.24,0.963,0.14,0.0006,1979,562,277
supermarket → bicycle_rental,supermarket,bicycle_rental,0.098,0.011,0.84,0.959,0.11,0.0006,3462,923,396
guesthouse → fast_food,guesthouse,fast_food,0.077,0.015,0.23,0.966,0.15,0.0006,792,2688,117
motel → pharmacy,motel,pharmacy,0.111,0.011,0.56,0.955,0.11,0.0006,27,1593,3
market_place → toy_shop,market_place,toy_shop,0.093,0.013,3.39,0.962,0.13,0.0006,140,218,18
cliff → viewpoint,cliff,viewpoint,0.096,0.012,0.19,0.953,0.12,0.0006,167,4066,20
taxi → stationery,taxi,stationery,0.099,0.011,3.16,0.961,0.11,0.0006,202,249,22
motel → bicycle_shop,motel,bicycle_shop,0.111,0.011,0.69,0.979,0.11,0.0006,27,1276,3
market_place → school,market_place,school,0.107,0.011,0.68,0.959,0.11,0.0006,140,1257,15
shoe_shop → computer_shop,shoe_shop,computer_shop,0.104,0.011,3.88,0.962,0.11,0.0006,710,214,80
florist → toy_shop,florist,toy_shop,0.095,0.011,3.49,0.959,0.11,0.0006,953,218,106
doctors → school,doctors,school,0.102,0.011,0.64,0.957,0.11,0.0006,1979,1257,223
museum → playground,museum,playground,0.105,0.011,0.21,0.963,0.11,0.0006,778,4069,89
christian_evangelical → pitch,christian_evangelical,pitch,0.09,0.013,0.1,0.978,0.13,0.0006,67,7084,9
library → museum,library,museum,0.09,0.012,0.93,0.952,0.12,0.0006,1072,778,126
restaurant → mobile_phone_shop,restaurant,mobile_phone_shop,0.079,0.014,1.73,0.965,0.14,0.0006,14682,365,2010
laundry → chemist,laundry,chemist,0.103,0.011,2.28,0.954,0.11,0.0006,428,359,48
sports_shop → playground,sports_shop,playground,0.1,0.011,0.2,0.963,0.11,0.0006,868,4069,96
kiosk → furniture_shop,kiosk,furniture_shop,0.094,0.012,1.34,0.965,0.12,0.0006,1156,562,141
stationery → cinema,stationery,cinema,0.104,0.012,3.55,0.961,0.12,0.0006,249,234,29
christian_methodist → christian_evangelical,christian_methodist,christian_evangelical,0.105,0.011,10.53,0.949,0.11,0.0006,19,67,2
bus_station → dentist,bus_station,dentist,0.091,0.013,1.12,0.961,0.13,0.0006,55,645,7
toy_shop → department_store,toy_shop,department_store,0.101,0.011,4.56,0.955,0.11,0.0006,218,176,25
restaurant → butcher,restaurant,butcher,0.103,0.011,1.13,0.953,0.11,0.0006,14682,724,1661
muslim → railway_station,muslim,railway_station,0.086,0.014,0.56,0.966,0.14,0.0006,35,1226,5
mobile_phone_shop → clinic,mobile_phone_shop,clinic,0.101,0.012,3.28,0.965,0.12,0.0006,365,246,42
supermarket → butcher,supermarket,butcher,0.103,0.011,1.13,0.953,0.11,0.0006,3462,724,376
christian_evangelical → nightclub,christian_evangelical,nightclub,0.104,0.01,3.07,0.958,0.1,0.0006,67,271,7
toy_shop → school,toy_shop,school,0.106,0.011,0.67,0.959,0.11,0.0006,218,1257,25
butcher → laundry,butcher,laundry,0.102,0.011,1.9,0.947,0.11,0.0006,724,428,80
fast_food → taxi,fast_food,taxi,0.106,0.011,4.18,0.952,0.11,0.0006,2688,202,309
post_office → library,post_office,library,0.101,0.011,0.75,0.956,0.11,0.0006,1345,1072,142
museum → travel_agent,museum,travel_agent,0.086,0.014,1.49,0.966,0.14,0.0006,778,460,106
restaurant → library,restaurant,library,0.102,0.012,0.76,0.962,0.12,0.0006,14682,1072,1696
florist → museum,florist,museum,0.094,0.013,0.97,0.966,0.13,0.0006,953,778,121
florist → railway_station,florist,railway_station,0.106,0.011,0.69,0.954,0.11,0.0006,953,1226,103
museum → bicycle_rental,museum,bicycle_rental,0.102,0.012,0.88,0.959,0.12,0.0006,778,923,93
motel → supermarket,motel,supermarket,0.111,0.011,0.26,0.968,0.11,0.0006,27,3462,3
christian → bar,christian,bar,0.08,0.015,0.28,0.961,0.15,0.0006,413,2240,63
cafe → school,cafe,school,0.097,0.011,0.62,0.965,0.11,0.0006,3316,1257,362
biergarten → pub,biergarten,pub,0.088,0.012,0.96,0.949,0.12,0.0006,57,725,7
car_dealership → cafe,car_dealership,cafe,0.089,0.013,0.21,0.965,0.13,0.0006,1021,3316,134
christian_protestant → christian,christian_protestant,christian,0.108,0.011,2.08,0.942,0.11,0.0006,37,413,4
